,badBondsCategory,badAnglesCategory,rankCategory
00010_cppc_0009339.pdb,Warning,Good,Warning
00005_cppc_0004080.pdb,Warning,Good,Caution
00011_cppc_0010675.pdb,Warning,Good,Warning
00005_cppc_0004840.pdb,Warning,Good,Warning
00004_cppc_0003430.pdb,Warning,Good,Warning
00006_cppc_0005210.pdb,Warning,Good,Warning
00002_cppc_0001131.pdb,Warning,Good,Caution
00010_cppc_0009511.pdb,Warning,Good,Warning
00003_cppc_0002234.pdb,Warning,Caution,Warning
00008_cppc_0007139.pdb,Warning,Good,Warning
00007_cppc_0006834.pdb,Warning,Good,Caution
00008_cppc_0007663.pdb,Warning,Good,Warning
00003_cppc_0002788.pdb,Warning,Good,Warning
00007_cppc_0006401.pdb,Warning,Good,Warning
00006_cppc_0005712.pdb,Warning,Good,Warning
00006_cppc_0005443.pdb,Warning,Good,Warning
00002_cppc_0001399.pdb,Warning,Good,Warning
00012_cppc_0011384.pdb,Warning,Good,Warning
00013_cppc_0012488.pdb,Warning,Caution,Warning
00005_cppc_0004209.pdb,Warning,Good,Warning
00010_cppc_0009967.pdb,Warning,Good,Warning
00009_cppc_0008681.pdb,Warning,Caution,Warning
00015_cpr7p_0000931.pdb,Warning,Good,Warning
00001_cppc_0000221.pdb,Warning,Good,Warning
00006_cppc_0005484.pdb,Warning,Caution,Warning
00001_cppc_0000387.pdb,Warning,Good,Good
00013_cppc_0012847.pdb,Warning,Good,Warning
00007_cppc_0006921.pdb,Warning,Good,Warning
00005_cppc_0004347.pdb,Warning,Good,Warning
00046_cpr7p_0032276.pdb,Warning,Caution,Warning
00006_cppc_0005361.pdb,Warning,Good,Warning
00012_cppc_0011744.pdb,Warning,Good,Warning
00008_cppc_0007648.pdb,Warning,Good,Good
00010_cppc_0009636.pdb,Warning,Good,Warning
00003_cppc_0002027.pdb,,,
00004_cppc_0003410.pdb,Warning,Good,Warning
00008_cppc_0007931.pdb,Warning,Caution,Warning
00050_cpr7p_0036185.pdb,Warning,Good,Warning
00007_cppc_0006384.pdb,Warning,Good,Warning
00004_cppc_0003036.pdb,Warning,Good,Warning
00010_cppc_0009917.pdb,Warning,Good,Warning
00013_cppc_0012261.pdb,Warning,Good,Warning
00011_cppc_0010176.pdb,Warning,Good,Caution
00002_cppc_0001034.pdb,Warning,Good,Warning
00004_cppc_0003613.pdb,Warning,Good,Warning
00041_cpr7p_0027225.pdb,Warning,Good,Caution
00005_cppc_0004173.pdb,Warning,Good,Warning
00001_cppc_0000272.pdb,Warning,Good,Warning
00006_cppc_0005149.pdb,Warning,Good,Caution
00007_cppc_0006865.pdb,Warning,Good,Warning
00009_cppc_0008380.pdb,Warning,Good,Warning
00011_cppc_0010253.pdb,Warning,Good,Warning
00010_cppc_0009914.pdb,Warning,Good,Caution
00014_cppc_0013260.pdb,Warning,Good,Warning
00004_cppc_0003888.pdb,Warning,Good,Warning
00005_cppc_0004062.pdb,Warning,Good,Warning
00001_cppc_0000185.pdb,Warning,Caution,Warning
00004_cppc_0003842.pdb,Warning,Good,Warning
00006_cppc_0005523.pdb,Warning,Good,Warning
00006_cppc_0005798.pdb,Warning,Good,Warning
00029_cpr7p_0015398.pdb,Warning,Good,Warning
00010_cppc_0009139.pdb,Warning,Good,Warning
00012_cppc_0011369.pdb,Warning,Good,Warning
00010_cppc_0009087.pdb,Warning,Caution,Warning
00011_cppc_0010684.pdb,Warning,Good,Caution
00003_cppc_0002548.pdb,Warning,Good,Caution
00018_cpr7p_0004220.pdb,Warning,Good,Warning
00003_cppc_0002656.pdb,Warning,Good,Caution
00011_cppc_0010231.pdb,Warning,Good,Caution
00007_cppc_0006129.pdb,Warning,Good,Caution
00004_cppc_0003322.pdb,Warning,Good,Warning
00007_cppc_0006048.pdb,Warning,Caution,Warning
00010_cppc_0009333.pdb,Warning,Good,Warning
00021_cpr7p_0006601.pdb,Warning,Good,Warning
00002_cppc_0001546.pdb,Warning,Good,Warning
00010_cppc_0009976.pdb,Warning,Caution,Warning
00007_cppc_0006072.pdb,Warning,Good,Warning
00009_cppc_0008851.pdb,Warning,Good,Warning
00007_cppc_0006635.pdb,Warning,Good,Warning
00008_cppc_0007723.pdb,Warning,Good,Warning
00012_cppc_0011789.pdb,Warning,Good,Good
00003_cppc_0002770.pdb,Warning,Good,Warning
00008_cppc_0007917.pdb,Warning,Good,Caution
00012_cppc_0011261.pdb,Warning,Good,Warning
00007_cppc_0006924.pdb,Warning,Good,Warning
00012_cppc_0011483.pdb,Warning,Good,Warning
00009_cppc_0008469.pdb,Warning,Good,Warning
00030_cpr7p_0016307.pdb,Warning,Caution,Warning
00009_cppc_0008528.pdb,Warning,Good,Caution
00013_cppc_0012872.pdb,Warning,Good,Warning
00013_cppc_0012069.pdb,Warning,Good,Caution
00010_cppc_0009276.pdb,Warning,Good,Good
00046_cpr7p_0031892.pdb,Warning,Good,Warning
00015_cpr7p_0001424.pdb,Warning,Good,Warning
00013_cppc_0012043.pdb,Warning,Caution,Warning
00001_cppc_0000358.pdb,Warning,Caution,Warning
00016_cpr7p_0002512.pdb,Warning,Good,Warning
00004_cppc_0003761.pdb,Warning,Good,Warning
00005_cppc_0004021.pdb,Warning,Good,Warning
00002_cppc_0001473.pdb,Warning,Good,Warning
00004_cppc_0003222.pdb,Warning,Good,Warning
00005_cppc_0004384.pdb,Warning,Good,Warning
00001_cppc_0000478.pdb,Warning,Caution,Warning
00006_cppc_0005082.pdb,Warning,Caution,Warning
00011_cppc_0010246.pdb,Warning,Good,Warning
00004_cppc_0003017.pdb,Warning,Good,Warning
00009_cppc_0008249.pdb,Warning,Good,Warning
00014_cppc_0013094.pdb,Warning,Good,Warning
00007_cppc_0006410.pdb,Warning,Caution,Warning
00002_cppc_0001035.pdb,Warning,Good,Warning
00006_cppc_0005661.pdb,Warning,Good,Warning
00013_cppc_0012899.pdb,Warning,Good,Caution
00005_cppc_0004255.pdb,Warning,Good,Warning
00012_cppc_0011431.pdb,Warning,Good,Warning
00013_cppc_0012075.pdb,Warning,Good,Warning
00001_cppc_0000524.pdb,,,
00012_cppc_0011001.pdb,Warning,Good,Warning
00003_cppc_0002542.pdb,Warning,Good,Warning
00013_cppc_0012793.pdb,Warning,Good,Warning
00009_cppc_0008511.pdb,Warning,Good,Warning
00032_cpr7p_0017852.pdb,Warning,Good,Warning
00026_cpr7p_0012424.pdb,Warning,Good,Warning
00005_cppc_0004660.pdb,Warning,Good,Warning
00010_cppc_0009805.pdb,Warning,Good,Warning
00005_cppc_0004574.pdb,Warning,Caution,Warning
00011_cppc_0010724.pdb,Warning,Good,Warning
00005_cppc_0004427.pdb,Warning,Good,Warning
00021_cpr7p_0007426.pdb,Warning,Good,Warning
00004_cppc_0003911.pdb,,,
00009_cppc_0008241.pdb,Warning,Good,Warning
00003_cppc_0002515.pdb,Warning,Good,Warning
00022_cpr7p_0007848.pdb,Warning,Good,Caution
00005_cppc_0004552.pdb,Warning,Good,Warning
00034_cpr7p_0019601.pdb,Warning,Caution,Warning
00012_cppc_0011370.pdb,Warning,Good,Warning
00003_cppc_0002188.pdb,Warning,Good,Warning
00002_cppc_0001305.pdb,Warning,Good,Warning
00005_cppc_0004340.pdb,Warning,Good,Warning
00009_cppc_0008132.pdb,Warning,Good,Warning
00041_cpr7p_0027020.pdb,Warning,Good,Warning
00036_cpr7p_0021974.pdb,Warning,Good,Warning
00008_cppc_0007557.pdb,Warning,Good,Warning
00011_cppc_0010402.pdb,Warning,Good,Warning
00016_cpr7p_0001601.pdb,Warning,Caution,Warning
00010_cppc_0009838.pdb,Warning,Good,Warning
00012_cppc_0011631.pdb,Warning,Good,Caution
00004_cppc_0003034.pdb,Warning,Good,Caution
00002_cppc_0001943.pdb,Warning,Good,Warning
00024_cpr7p_0010243.pdb,Warning,Good,Warning
00049_cpr7p_0035330.pdb,Warning,Caution,Caution
00011_cppc_0010049.pdb,Warning,Good,Warning
00023_cpr7p_0008908.pdb,Warning,Good,Good
00021_cpr7p_0006731.pdb,Warning,Good,Warning
00012_cppc_0011856.pdb,Warning,Good,Warning
00001_cppc_0000984.pdb,Warning,Good,Warning
00006_cppc_0005620.pdb,Warning,Good,Warning
00025_cpr7p_0011542.pdb,Warning,Good,Warning
00005_cppc_0004611.pdb,Warning,Good,Warning
00009_cppc_0008763.pdb,Warning,Good,Warning
00004_cppc_0003566.pdb,Warning,Good,Warning
00011_cppc_0010806.pdb,Warning,Good,Warning
00038_cpr7p_0024024.pdb,Warning,Good,Warning
00006_cppc_0005040.pdb,Warning,Good,Warning
00012_cppc_0011197.pdb,Warning,Caution,Warning
00041_cpr7p_0026631.pdb,Warning,Good,Caution
00005_cppc_0004906.pdb,Warning,Good,Caution
00013_cppc_0012502.pdb,Warning,Good,Warning
00029_cpr7p_0015218.pdb,Warning,Good,Warning
00009_cppc_0008084.pdb,Warning,Good,Caution
00034_cpr7p_0020297.pdb,Warning,Good,Warning
00003_cppc_0002635.pdb,Warning,Good,Warning
00005_cppc_0004750.pdb,Warning,Good,Warning
00012_cppc_0011704.pdb,Warning,Good,Warning
00007_cppc_0006307.pdb,Warning,Good,Warning
00043_cpr7p_0029560.pdb,Warning,Good,Warning
00009_cppc_0008540.pdb,Warning,Good,Warning
00014_cppc_0013209.pdb,Warning,Good,Caution
00009_cppc_0008178.pdb,Warning,Good,Warning
00011_cppc_0010598.pdb,Warning,Good,Warning
00011_cppc_0010138.pdb,Warning,Good,Warning
00005_cppc_0004591.pdb,Warning,Good,Caution
00002_cppc_0001041.pdb,Warning,Good,Warning
00007_cppc_0006122.pdb,Warning,Good,Warning
00001_cppc_0000251.pdb,Warning,Good,Warning
00004_cppc_0003450.pdb,Warning,Good,Warning
00047_cpr7p_0032744.pdb,Warning,Good,Warning
00031_cpr7p_0017244.pdb,Warning,Good,Warning
00009_cppc_0008219.pdb,Warning,Good,Warning
00005_cppc_0004122.pdb,Warning,Good,Warning
00011_cppc_0010365.pdb,Warning,Good,Warning
00005_cppc_0004131.pdb,Warning,Good,Warning
00001_cppc_0000068.pdb,Warning,Good,Warning
00011_cppc_0010534.pdb,Warning,Good,Warning
00013_cppc_0012799.pdb,Warning,Good,Warning
00014_cppc_0013032.pdb,Warning,Good,Warning
00010_cppc_0009460.pdb,Warning,Good,Warning
00011_cppc_0010490.pdb,Warning,Good,Warning
00008_cppc_0007083.pdb,Warning,Good,Warning
00003_cppc_0002866.pdb,Warning,Good,Warning
00009_cppc_0008027.pdb,Warning,Good,Warning
00012_cppc_0011623.pdb,Warning,Good,Warning
00010_cppc_0009059.pdb,Warning,Good,Warning
00001_cppc_0000727.pdb,Warning,Good,Caution
00003_cppc_0002073.pdb,Warning,Good,Warning
00007_cppc_0006743.pdb,Warning,Good,Warning
00012_cppc_0011790.pdb,Warning,Good,Warning
00006_cppc_0005403.pdb,Warning,Good,Caution
00034_cpr7p_0020167.pdb,Warning,Good,Warning
00002_cppc_0001675.pdb,Warning,Good,Caution
00030_cpr7p_0016363.pdb,Warning,Good,Warning
00023_cpr7p_0009055.pdb,Warning,Good,Warning
00002_cppc_0001898.pdb,Warning,Good,Warning
00005_cppc_0004027.pdb,Warning,Good,Warning
00010_cppc_0009454.pdb,Warning,Good,Warning
00004_cppc_0003235.pdb,Warning,Good,Warning
00005_cppc_0004920.pdb,,,
00012_cppc_0011528.pdb,Warning,Good,Warning
00002_cppc_0001729.pdb,Warning,Good,Caution
00013_cppc_0012245.pdb,Warning,Good,Warning
00009_cppc_0008921.pdb,Warning,Good,Warning
00010_cppc_0009457.pdb,Warning,Good,Caution
00006_cppc_0005016.pdb,Warning,Good,Caution
00011_cppc_0010413.pdb,Warning,Good,Warning
00044_cpr7p_0030240.pdb,Warning,Good,Warning
00007_cppc_0006883.pdb,Warning,Good,Warning
00015_cpr7p_0001207.pdb,Warning,Good,Caution
00012_cppc_0011525.pdb,Warning,Good,Warning
00004_cppc_0003972.pdb,Warning,Good,Warning
00012_cppc_0011562.pdb,Warning,Good,Warning
00003_cppc_0002004.pdb,Warning,Good,Warning
00005_cppc_0004138.pdb,Warning,Good,Warning
00008_cppc_0007130.pdb,Warning,Good,Caution
00004_cppc_0003263.pdb,Warning,Good,Warning
00031_cpr7p_0017043.pdb,Warning,Good,Warning
00007_cppc_0006598.pdb,Warning,Good,Warning
00004_cppc_0003674.pdb,Warning,Good,Warning
00006_cppc_0005624.pdb,Warning,Good,Warning
00010_cppc_0009124.pdb,Warning,Good,Caution
00006_cppc_0005073.pdb,Warning,Good,Warning
00006_cppc_0005090.pdb,Warning,Good,Warning
00006_cppc_0005450.pdb,Warning,Good,Warning
00026_cpr7p_0012112.pdb,Warning,Good,Warning
00016_cpr7p_0001642.pdb,Warning,Good,Warning
00003_cppc_0002792.pdb,Warning,Caution,Warning
00008_cppc_0007979.pdb,Warning,Good,Warning
00006_cppc_0005534.pdb,Warning,Good,Caution
00025_cpr7p_0011026.pdb,Warning,Good,Warning
00005_cppc_0004474.pdb,Warning,Good,Warning
00003_cppc_0002479.pdb,Warning,Good,Warning
00005_cppc_0004489.pdb,Warning,Good,Warning
00006_cppc_0005242.pdb,Warning,Caution,Warning
00006_cppc_0005414.pdb,Warning,Good,Warning
00002_cppc_0001361.pdb,Warning,Caution,Caution
00009_cppc_0008853.pdb,Warning,Good,Warning
00019_cpr7p_0005410.pdb,Warning,Good,Warning
00043_cpr7p_0028718.pdb,Warning,Good,Warning
00006_cppc_0005095.pdb,Warning,Good,Warning
00011_cppc_0010718.pdb,Warning,Good,Warning
00009_cppc_0008717.pdb,Warning,Good,Warning
00008_cppc_0007337.pdb,Warning,Good,Warning
00001_cppc_0000184.pdb,Warning,Good,Caution
00010_cppc_0009283.pdb,Warning,Good,Warning
00009_cppc_0008754.pdb,Warning,Good,Warning
00005_cppc_0004565.pdb,Warning,Good,Caution
00001_cppc_0000081.pdb,Warning,Good,Warning
00008_cppc_0007853.pdb,Warning,Good,Warning
00013_cppc_0012435.pdb,Warning,Caution,Caution
00014_cppc_0013329.pdb,Warning,Good,Warning
00024_cpr7p_0010291.pdb,Warning,Caution,Warning
00010_cppc_0009797.pdb,Warning,Good,Warning
00011_cppc_0010366.pdb,Warning,Good,Warning
00002_cppc_0001691.pdb,Warning,Good,Warning
00001_cppc_0000415.pdb,Warning,Good,Caution
00004_cppc_0003706.pdb,Warning,Good,Warning
00002_cppc_0001606.pdb,Warning,Good,Caution
00006_cppc_0005107.pdb,Warning,Good,Warning
00006_cppc_0005398.pdb,Warning,Good,Warning
00011_cppc_0010025.pdb,Warning,Good,Warning
00011_cppc_0010592.pdb,Warning,Good,Warning
00014_cppc_0013152.pdb,Warning,Good,Caution
00001_cppc_0000464.pdb,Warning,Good,Warning
00047_cpr7p_0033377.pdb,Warning,Good,Warning
00009_cppc_0008021.pdb,Warning,Good,Warning
00022_cpr7p_0008383.pdb,Warning,Good,Caution
00027_cpr7p_0013409.pdb,Warning,Good,Warning
00005_cppc_0004592.pdb,Warning,Good,Warning
00004_cppc_0003129.pdb,Warning,Good,Warning
00010_cppc_0009622.pdb,Warning,Good,Warning
00044_cpr7p_0030113.pdb,Warning,Caution,Warning
00004_cppc_0003052.pdb,Warning,Good,Warning
00012_cppc_0011608.pdb,Warning,Good,Warning
00048_cpr7p_0034247.pdb,Warning,Good,Warning
00009_cppc_0008877.pdb,Warning,Good,Warning
00023_cpr7p_0009547.pdb,Warning,Good,Warning
00013_cppc_0012044.pdb,Warning,Good,Good
00005_cppc_0004220.pdb,Warning,Good,Warning
00004_cppc_0003520.pdb,Warning,Good,Warning
00016_cpr7p_0002151.pdb,Warning,Caution,Warning
00005_cppc_0004161.pdb,Warning,Good,Warning
00050_cpr7p_0036318.pdb,Warning,Good,Warning
00004_cppc_0003393.pdb,Warning,Caution,Warning
00011_cppc_0010545.pdb,Warning,Good,Warning
00012_cppc_0011175.pdb,Warning,Good,Warning
00002_cppc_0001949.pdb,Warning,Good,Warning
00005_cppc_0004313.pdb,Warning,Good,Warning
00001_cppc_0000432.pdb,Warning,Good,Warning
00006_cppc_0005257.pdb,Warning,Good,Good
00001_cppc_0000474.pdb,Warning,Good,Warning
00006_cppc_0005137.pdb,Warning,Good,Warning
00001_cppc_0000573.pdb,Warning,Good,Warning
00013_cppc_0012362.pdb,Warning,Caution,Warning
00010_cppc_0009254.pdb,Warning,Good,Caution
00001_cppc_0000668.pdb,Warning,Good,Warning
00024_cpr7p_0009762.pdb,Warning,Good,Warning
00008_cppc_0007830.pdb,Warning,Good,Warning
00020_cpr7p_0006221.pdb,Warning,Good,Caution
00010_cppc_0009195.pdb,Warning,Good,Warning
00001_cppc_0000611.pdb,Warning,Good,Warning
00002_cppc_0001464.pdb,Warning,Good,Warning
00013_cppc_0012676.pdb,Warning,Good,Warning
00008_cppc_0007152.pdb,Warning,Good,Warning
00003_cppc_0002152.pdb,Warning,Caution,Warning
00002_cppc_0001128.pdb,Warning,Good,Warning
00003_cppc_0002301.pdb,Warning,Good,Warning
00001_cppc_0000405.pdb,Warning,Good,Warning
00004_cppc_0003732.pdb,Warning,Good,Warning
00007_cppc_0006133.pdb,Warning,Good,Warning
00012_cppc_0011016.pdb,Warning,Good,Warning
00013_cppc_0012544.pdb,Warning,Good,Warning
00013_cppc_0012385.pdb,Warning,Good,Warning
00011_cppc_0010871.pdb,Warning,Good,Warning
00005_cppc_0004103.pdb,Warning,Good,Warning
00002_cppc_0001376.pdb,Warning,Good,Caution
00013_cppc_0012991.pdb,Warning,Good,Warning
00009_cppc_0008655.pdb,Warning,Good,Warning
00010_cppc_0009090.pdb,Warning,Good,Warning
00008_cppc_0007957.pdb,Warning,Good,Warning
00005_cppc_0004693.pdb,Warning,Good,Warning
00010_cppc_0009079.pdb,Warning,Good,Warning
00007_cppc_0006583.pdb,Warning,Good,Warning
00009_cppc_0008270.pdb,,,
00008_cppc_0007389.pdb,Warning,Caution,Warning
00013_cppc_0012765.pdb,Warning,Good,Warning
00009_cppc_0008637.pdb,Warning,Good,Warning
00010_cppc_0009623.pdb,Warning,Good,Warning
00010_cppc_0009876.pdb,Warning,Good,Warning
00003_cppc_0002259.pdb,Warning,Good,Warning
00004_cppc_0003720.pdb,Warning,Good,Caution
00006_cppc_0005170.pdb,Warning,Good,Warning
00002_cppc_0001651.pdb,Warning,Good,Warning
00007_cppc_0006052.pdb,Warning,Good,Warning
00003_cppc_0002878.pdb,Warning,Good,Warning
00006_cppc_0005554.pdb,Warning,Good,Warning
00004_cppc_0003602.pdb,Warning,Caution,Warning
00006_cppc_0005757.pdb,Warning,Good,Warning
00012_cppc_0011182.pdb,,,
00005_cppc_0004817.pdb,Warning,Good,Warning
00007_cppc_0006841.pdb,Warning,Good,Warning
00009_cppc_0008589.pdb,Warning,Good,Warning
00008_cppc_0007952.pdb,Warning,Good,Warning
00010_cppc_0009504.pdb,Warning,Good,Warning
00002_cppc_0001877.pdb,Warning,Good,Warning
00011_cppc_0010298.pdb,Warning,Good,Warning
00014_cppc_0013026.pdb,Warning,Good,Warning
00011_cppc_0010791.pdb,Warning,Good,Warning
00035_cpr7p_0021436.pdb,Warning,Caution,Caution
00008_cppc_0007938.pdb,Warning,Good,Warning
00011_cppc_0010337.pdb,Warning,Good,Warning
00005_cppc_0004824.pdb,Warning,Good,Warning
00004_cppc_0003823.pdb,Warning,Caution,Warning
00013_cppc_0012795.pdb,Warning,Good,Warning
00012_cppc_0011886.pdb,Warning,Good,Warning
00013_cppc_0012873.pdb,Warning,Good,Warning
00001_cppc_0000484.pdb,Warning,Good,Warning
00013_cppc_0012760.pdb,Warning,Good,Warning
00043_cpr7p_0029272.pdb,Warning,Good,Caution
00009_cppc_0008563.pdb,Warning,Good,Warning
00003_cppc_0002676.pdb,Warning,Good,Warning
00041_cpr7p_0027318.pdb,Warning,Good,Warning
00006_cppc_0005988.pdb,Warning,Good,Caution
00009_cppc_0008205.pdb,Warning,Good,Warning
00015_cpr7p_0001544.pdb,Warning,Good,Warning
00010_cppc_0009661.pdb,,,
00050_cpr7p_0036378.pdb,Warning,Good,Warning
00007_cppc_0006186.pdb,Warning,Good,Warning
00002_cppc_0001749.pdb,Warning,Good,Warning
00019_cpr7p_0005098.pdb,Warning,Good,Caution
00036_cpr7p_0022376.pdb,Warning,Good,Warning
00004_cppc_0003431.pdb,Warning,Good,Good
00002_cppc_0001897.pdb,Warning,Good,Warning
00004_cppc_0003985.pdb,Warning,Good,Warning
00011_cppc_0010582.pdb,Warning,Good,Warning
00008_cppc_0007829.pdb,Warning,Good,Warning
00031_cpr7p_0016751.pdb,Warning,Good,Warning
00050_cpr7p_0036268.pdb,Warning,Good,Warning
00013_cppc_0012048.pdb,Warning,Good,Caution
00002_cppc_0001142.pdb,Warning,Good,Warning
00008_cppc_0007616.pdb,Warning,Good,Warning
00003_cppc_0002693.pdb,Warning,Good,Warning
00013_cppc_0012141.pdb,Warning,Good,Warning
00003_cppc_0002630.pdb,Warning,Good,Warning
00008_cppc_0007104.pdb,Warning,Good,Warning
00012_cppc_0011480.pdb,Warning,Good,Warning
00010_cppc_0009092.pdb,Warning,Caution,Warning
00012_cppc_0011311.pdb,Warning,Good,Warning
00004_cppc_0003327.pdb,Warning,Caution,Warning
00008_cppc_0007673.pdb,Warning,Good,Warning
00004_cppc_0003627.pdb,Warning,Good,Warning
00006_cppc_0005465.pdb,Warning,Good,Warning
00014_cppc_0013202.pdb,Warning,Good,Warning
00006_cppc_0005711.pdb,Warning,Good,Warning
00008_cppc_0007469.pdb,Warning,Good,Warning
00007_cppc_0006627.pdb,Warning,Good,Warning
00021_cpr7p_0006698.pdb,Warning,Good,Warning
00050_cpr7p_0036420.pdb,Warning,Good,Warning
00012_cppc_0011356.pdb,Warning,Good,Warning
00004_cppc_0003215.pdb,Warning,Good,Warning
00007_cppc_0006755.pdb,Warning,Good,Warning
00006_cppc_0005708.pdb,Warning,Good,Caution
00007_cppc_0006263.pdb,Warning,Good,Warning
00001_cppc_0000934.pdb,Warning,Caution,Warning
00004_cppc_0003980.pdb,Warning,Caution,Warning
00001_cppc_0000134.pdb,Warning,Good,Warning
00010_cppc_0009296.pdb,Warning,Good,Warning
00005_cppc_0004986.pdb,Warning,Good,Caution
00005_cppc_0004762.pdb,Warning,Good,Warning
00031_cpr7p_0017206.pdb,Warning,Good,Warning
00046_cpr7p_0032265.pdb,Warning,Good,Warning
00009_cppc_0008229.pdb,Warning,Caution,Caution
00008_cppc_0007981.pdb,Warning,Good,Warning
00026_cpr7p_0012210.pdb,Warning,Caution,Warning
00014_cppc_0013001.pdb,Warning,Good,Warning
00004_cppc_0003676.pdb,Warning,Good,Warning
00008_cppc_0007976.pdb,Warning,Good,Warning
00001_cppc_0000696.pdb,Warning,Good,Warning
00029_cpr7p_0014841.pdb,Warning,Good,Caution
00035_cpr7p_0021352.pdb,Warning,Caution,Warning
00002_cppc_0001198.pdb,Warning,Good,Warning
00006_cppc_0005171.pdb,Warning,Good,Warning
00005_cppc_0004170.pdb,Warning,Good,Good
00027_cpr7p_0013381.pdb,Warning,Good,Warning
00010_cppc_0009179.pdb,Warning,Good,Warning
00004_cppc_0003030.pdb,Warning,Good,Warning
00012_cppc_0011582.pdb,Warning,Good,Warning
00011_cppc_0010912.pdb,Warning,Good,Warning
00005_cppc_0004795.pdb,Warning,Good,Warning
00032_cpr7p_0017682.pdb,Warning,Good,Warning
00047_cpr7p_0032762.pdb,Warning,Good,Caution
00026_cpr7p_0011578.pdb,Warning,Good,Warning
00001_cppc_0000973.pdb,Warning,Good,Warning
00047_cpr7p_0032760.pdb,Warning,Good,Caution
00006_cppc_0005463.pdb,Warning,Good,Warning
00011_cppc_0010106.pdb,Warning,Good,Caution
00039_cpr7p_0025239.pdb,Warning,Caution,Warning
00013_cppc_0012541.pdb,Warning,Good,Warning
00012_cppc_0011705.pdb,Warning,Good,Warning
00007_cppc_0006525.pdb,Warning,Good,Warning
00005_cppc_0004958.pdb,Warning,Good,Warning
00001_cppc_0000951.pdb,Warning,Good,Warning
00011_cppc_0010189.pdb,Warning,Good,Warning
00035_cpr7p_0020729.pdb,Warning,Good,Warning
00001_cppc_0000599.pdb,Warning,Good,Caution
00006_cppc_0005017.pdb,Warning,Good,Warning
00007_cppc_0006045.pdb,Warning,Good,Warning
00006_cppc_0005553.pdb,Warning,Caution,Warning
00009_cppc_0008435.pdb,Warning,Caution,Warning
00012_cppc_0011518.pdb,Warning,Good,Warning
00010_cppc_0009570.pdb,Warning,Good,Warning
00009_cppc_0008439.pdb,Warning,Good,Caution
00012_cppc_0011412.pdb,Warning,Good,Warning
00040_cpr7p_0026184.pdb,Warning,Good,Warning
00003_cppc_0002221.pdb,Warning,Good,Caution
00004_cppc_0003369.pdb,Warning,Caution,Warning
00012_cppc_0011204.pdb,Warning,Caution,Warning
00008_cppc_0007620.pdb,Warning,Good,Warning
00006_cppc_0005334.pdb,Warning,Good,Warning
00004_cppc_0003648.pdb,Warning,Good,Warning
00007_cppc_0006704.pdb,Warning,Good,Warning
00002_cppc_0001452.pdb,Warning,Good,Warning
00012_cppc_0011787.pdb,,,
00050_cpr7p_0035641.pdb,Warning,Good,Warning
00011_cppc_0010958.pdb,Warning,Good,Warning
00008_cppc_0007486.pdb,Warning,Good,Caution
00002_cppc_0001228.pdb,Warning,Good,Warning
00009_cppc_0008460.pdb,Warning,Good,Warning
00011_cppc_0010722.pdb,Warning,Good,Warning
00012_cppc_0011531.pdb,Warning,Good,Warning
00004_cppc_0003262.pdb,Warning,Good,Warning
00013_cppc_0012647.pdb,Warning,Good,Warning
00008_cppc_0007444.pdb,Warning,Good,Caution
00001_cppc_0000510.pdb,Warning,Good,Warning
00001_cppc_0000045.pdb,Warning,Good,Warning
